sku,name,description,price,currency,category,subcategory,brand,color,size,material,style_tags,season,gender,occasion,image_url,stock_status,rating,popularity_score
SKU-00836,Pull&Bear Olive Boots,Summer Boots for men. Polyester material with casual style. Perfect for travel occasions.,60.81,USD,Footwear,Boots,Pull&Bear,Olive,XL,Polyester,casual,Summer,Men,Travel,https://placeholder.com/products/footwear-836.jpg,Out of Stock,3.1,80
SKU-00837,H&M Navy Mini Dress,Winter Mini Dress for women. Silk material with chic style. Perfect for sports occasions.,158.28,USD,Dresses,Mini Dress,H&M,Navy,XXL,Silk,chic,Winter,Women,Sports,https://placeholder.com/products/dresses-837.jpg,In Stock,4.7,76
SKU-00838,Zara Pink Polo,Spring Polo for unisex. Leather material with casual style. Perfect for office occasions.,40.12,USD,Tops,Polo,Zara,Pink,XL,Leather,casual,Spring,Unisex,Office,https://placeholder.com/products/tops-838.jpg,Out of Stock,3.8,15
SKU-00839,Zara Black T-Shirt,Summer T-Shirt for women. Synthetic material with streetwear style. Perfect for casual occasions.,29.81,USD,Tops,T-Shirt,Zara,Black,XS,Synthetic,streetwear,Summer,Women,Casual,https://placeholder.com/products/tops-839.jpg,In Stock,4.8,31
SKU-00840,Uniqlo Yellow Watch,Spring Watch for women. Linen material with classic style. Perfect for formal occasions.,20.17,USD,Accessories,Watch,Uniqlo,Yellow,L,Linen,classic,Spring,Women,Formal,https://placeholder.com/products/accessories-840.jpg,Out of Stock,4.5,30
SKU-00841,Levi's Blue Bag,All-Season Bag for women. Linen material with statement style. Perfect for office occasions.,45.85,USD,Accessories,Bag,Levi's,Blue,M,Linen,statement,All-Season,Women,Office,https://placeholder.com/products/accessories-841.jpg,Low Stock,4.9,52
SKU-00842,H&M Navy Sunglasses,Spring Sunglasses for men. Denim material with statement style. Perfect for travel occasions.,33.7,USD,Accessories,Sunglasses,H&M,Navy,XL,Denim,statement,Spring,Men,Travel,https://placeholder.com/products/accessories-842.jpg,In Stock,3.1,21
SKU-00843,Gap Green Windbreaker,All-Season Windbreaker for men. Denim material with classic style. Perfect for travel occasions.,203.06,USD,Outerwear,Windbreaker,Gap,Green,M,Denim,classic,All-Season,Men,Travel,https://placeholder.com/products/outerwear-843.jpg,In Stock,4.5,30
SKU-00844,Pull&Bear Green Skirt,Winter Skirt for men. Wool material with classic style. Perfect for wedding occasions.,119.85,USD,Bottoms,Skirt,Pull&Bear,Green,M,Wool,classic,Winter,Men,Wedding,https://placeholder.com/products/bottoms-844.jpg,Low Stock,4.3,69
SKU-00845,Levi's Black Hoodie,Winter Hoodie for women. Polyester material with vintage style. Perfect for party occasions.,52.27,USD,Tops,Hoodie,Levi's,Black,XS,Polyester,vintage,Winter,Women,Party,https://placeholder.com/products/tops-845.jpg,In Stock,4.7,37
SKU-00846,H&M Red T-Shirt,Fall T-Shirt for men. Denim material with streetwear style. Perfect for travel occasions.,23.72,USD,Tops,T-Shirt,H&M,Red,XL,Denim,streetwear,Fall,Men,Travel,https://placeholder.com/products/tops-846.jpg,Low Stock,4.8,60
SKU-00847,Gap Burgundy Chinos,Spring Chinos for unisex. Blend material with relaxed style. Perfect for casual occasions.,49.48,USD,Bottoms,Chinos,Gap,Burgundy,XL,Blend,relaxed,Spring,Unisex,Casual,https://placeholder.com/products/bottoms-847.jpg,In Stock,4.5,89
SKU-00848,Uniqlo Blue T-Shirt,Spring T-Shirt for men. Denim material with streetwear style. Perfect for formal occasions.,33.27,USD,Tops,T-Shirt,Uniqlo,Blue,XXL,Denim,streetwear,Spring,Men,Formal,https://placeholder.com/products/tops-848.jpg,Low Stock,3.1,17
SKU-00849,H&M Brown Tank Top,Summer Tank Top for unisex. Blend material with streetwear style. Perfect for sports occasions.,59.48,USD,Tops,Tank Top,H&M,Brown,L,Blend,streetwear,Summer,Unisex,Sports,https://placeholder.com/products/tops-849.jpg,In Stock,3.1,19
SKU-00850,Gap Burgundy Flats,Winter Flats for unisex. Leather material with athletic style. Perfect for sports occasions.,53.69,USD,Footwear,Flats,Gap,Burgundy,M,Leather,athletic,Winter,Unisex,Sports,https://placeholder.com/products/footwear-850.jpg,In Stock,3.6,13
SKU-00851,Levi's Burgundy Watch,Fall Watch for women. Cotton material with classic style. Perfect for office occasions.,40.28,USD,Accessories,Watch,Levi's,Burgundy,S,Cotton,classic,Fall,Women,Office,https://placeholder.com/products/accessories-851.jpg,Out of Stock,3.2,76
SKU-00852,Nike Beige Windbreaker,Fall Windbreaker for unisex. Polyester material with sporty style. Perfect for formal occasions.,108.23,USD,Outerwear,Windbreaker,Nike,Beige,L,Polyester,sporty,Fall,Unisex,Formal,https://placeholder.com/products/outerwear-852.jpg,Low Stock,3.8,11
SKU-00853,Levi's Burgundy Sunglasses,Winter Sunglasses for unisex. Blend material with functional style. Perfect for travel occasions.,52.09,USD,Accessories,Sunglasses,Levi's,Burgundy,XS,Blend,functional,Winter,Unisex,Travel,https://placeholder.com/products/accessories-853.jpg,Out of Stock,3.5,53
SKU-00854,Uniqlo Cream Mini Dress,Winter Mini Dress for men. Linen material with bohemian style. Perfect for travel occasions.,194.76,USD,Dresses,Mini Dress,Uniqlo,Cream,M,Linen,bohemian,Winter,Men,Travel,https://placeholder.com/products/dresses-854.jpg,In Stock,4.5,74
SKU-00855,Levi's Burgundy Bag,Summer Bag for men. Leather material with functional style. Perfect for wedding occasions.,81.12,USD,Accessories,Bag,Levi's,Burgundy,L,Leather,functional,Summer,Men,Wedding,https://placeholder.com/products/accessories-855.jpg,Low Stock,3.7,24
SKU-00856,Zara Beige Skirt,All-Season Skirt for unisex. Cotton material with high-waist style. Perfect for sports occasions.,44.37,USD,Bottoms,Skirt,Zara,Beige,M,Cotton,high-waist,All-Season,Unisex,Sports,https://placeholder.com/products/bottoms-856.jpg,Out of Stock,3.3,74
SKU-00857,Gap Yellow Jacket,Winter Jacket for men. Linen material with oversized style. Perfect for travel occasions.,238.03,USD,Outerwear,Jacket,Gap,Yellow,S,Linen,oversized,Winter,Men,Travel,https://placeholder.com/products/outerwear-857.jpg,In Stock,3.5,86
SKU-00858,Levi's Yellow Sunglasses,Winter Sunglasses for women. Leather material with statement style. Perfect for sports occasions.,18.48,USD,Accessories,Sunglasses,Levi's,Yellow,XS,Leather,statement,Winter,Women,Sports,https://placeholder.com/products/accessories-858.jpg,In Stock,4.5,63
SKU-00859,Nike Burgundy Polo,Summer Polo for women. Polyester material with streetwear style. Perfect for travel occasions.,24.32,USD,Tops,Polo,Nike,Burgundy,XL,Polyester,streetwear,Summer,Women,Travel,https://placeholder.com/products/tops-859.jpg,Low Stock,3.9,56
SKU-00860,Uniqlo Gray Mini Dress,All-Season Mini Dress for men. Leather material with bohemian style. Perfect for sports occasions.,128.83,USD,Dresses,Mini Dress,Uniqlo,Gray,S,Leather,bohemian,All-Season,Men,Sports,https://placeholder.com/products/dresses-860.jpg,In Stock,4.3,22
SKU-00861,Pull&Bear Burgundy Flats,All-Season Flats for men. Cotton material with elegant style. Perfect for formal occasions.,126.15,USD,Footwear,Flats,Pull&Bear,Burgundy,M,Cotton,elegant,All-Season,Men,Formal,https://placeholder.com/products/footwear-861.jpg,Out of Stock,4.5,13
SKU-00862,Zara Blue Skirt,Summer Skirt for unisex. Silk material with distressed style. Perfect for travel occasions.,100.89,USD,Bottoms,Skirt,Zara,Blue,XL,Silk,distressed,Summer,Unisex,Travel,https://placeholder.com/products/bottoms-862.jpg,Out of Stock,3.3,23
SKU-00863,Levi's Cream Cardigan,Winter Cardigan for men. Leather material with streetwear style. Perfect for casual occasions.,77.48,USD,Tops,Cardigan,Levi's,Cream,XL,Leather,streetwear,Winter,Men,Casual,https://placeholder.com/products/tops-863.jpg,In Stock,3.1,85
SKU-00864,Adidas Brown Skirt,Spring Skirt for unisex. Linen material with slim-fit style. Perfect for sports occasions.,54.59,USD,Bottoms,Skirt,Adidas,Brown,XS,Linen,slim-fit,Spring,Unisex,Sports,https://placeholder.com/products/bottoms-864.jpg,Low Stock,4.1,99
SKU-00865,Uniqlo Blue Cardigan,Spring Cardigan for unisex. Cotton material with vintage style. Perfect for party occasions.,62.64,USD,Tops,Cardigan,Uniqlo,Blue,XS,Cotton,vintage,Spring,Unisex,Party,https://placeholder.com/products/tops-865.jpg,Out of Stock,3.3,5
SKU-00866,Levi's Black Mini Dress,Winter Mini Dress for women. Silk material with chic style. Perfect for office occasions.,179.93,USD,Dresses,Mini Dress,Levi's,Black,XS,Silk,chic,Winter,Women,Office,https://placeholder.com/products/dresses-866.jpg,Low Stock,3,35
SKU-00867,Gap Beige Sneakers,Fall Sneakers for unisex. Blend material with elegant style. Perfect for party occasions.,123.14,USD,Footwear,Sneakers,Gap,Beige,XL,Blend,elegant,Fall,Unisex,Party,https://placeholder.com/products/footwear-867.jpg,Out of Stock,4.6,33
SKU-00868,Adidas Green Heels,Spring Heels for women. Linen material with athletic style. Perfect for wedding occasions.,50.64,USD,Footwear,Heels,Adidas,Green,L,Linen,athletic,Spring,Women,Wedding,https://placeholder.com/products/footwear-868.jpg,Out of Stock,3.2,12
SKU-00869,Uniqlo Yellow Leggings,Fall Leggings for men. Denim material with high-waist style. Perfect for sports occasions.,73.3,USD,Bottoms,Leggings,Uniqlo,Yellow,XS,Denim,high-waist,Fall,Men,Sports,https://placeholder.com/products/bottoms-869.jpg,Low Stock,3.6,29
SKU-00870,Forever 21 Red Flats,All-Season Flats for men. Linen material with athletic style. Perfect for sports occasions.,44.66,USD,Footwear,Flats,Forever 21,Red,XXL,Linen,athletic,All-Season,Men,Sports,https://placeholder.com/products/footwear-870.jpg,Low Stock,3.9,69
SKU-00871,Zara Cream Hat,All-Season Hat for unisex. Blend material with statement style. Perfect for office occasions.,19.34,USD,Accessories,Hat,Zara,Cream,L,Blend,statement,All-Season,Unisex,Office,https://placeholder.com/products/accessories-871.jpg,Out of Stock,3.7,34
SKU-00872,Zara Brown Blazer,Summer Blazer for women. Cotton material with trendy style. Perfect for party occasions.,235.04,USD,Outerwear,Blazer,Zara,Brown,XXL,Cotton,trendy,Summer,Women,Party,https://placeholder.com/products/outerwear-872.jpg,In Stock,4.6,55
SKU-00873,Levi's Brown Trousers,Fall Trousers for men. Synthetic material with high-waist style. Perfect for office occasions.,49.56,USD,Bottoms,Trousers,Levi's,Brown,L,Synthetic,high-waist,Fall,Men,Office,https://placeholder.com/products/bottoms-873.jpg,In Stock,4.1,71
SKU-00874,Gap Black Polo,All-Season Polo for men. Blend material with vintage style. Perfect for travel occasions.,56.18,USD,Tops,Polo,Gap,Black,L,Blend,vintage,All-Season,Men,Travel,https://placeholder.com/products/tops-874.jpg,Out of Stock,4.4,75
SKU-00875,Forever 21 Navy Jacket,Spring Jacket for unisex. Leather material with urban style. Perfect for casual occasions.,246.49,USD,Outerwear,Jacket,Forever 21,Navy,L,Leather,urban,Spring,Unisex,Casual,https://placeholder.com/products/outerwear-875.jpg,In Stock,4.9,78
SKU-00876,Pull&Bear Pink Watch,Spring Watch for men. Wool material with statement style. Perfect for sports occasions.,78,USD,Accessories,Watch,Pull&Bear,Pink,XS,Wool,statement,Spring,Men,Sports,https://placeholder.com/products/accessories-876.jpg,Low Stock,4.5,6
SKU-00877,H&M Navy Midi Dress,All-Season Midi Dress for men. Cotton material with elegant style. Perfect for sports occasions.,135.74,USD,Dresses,Midi Dress,H&M,Navy,M,Cotton,elegant,All-Season,Men,Sports,https://placeholder.com/products/dresses-877.jpg,In Stock,4.4,71
SKU-00878,Gap White Evening Gown,Winter Evening Gown for women. Leather material with chic style. Perfect for travel occasions.,76.49,USD,Dresses,Evening Gown,Gap,White,M,Leather,chic,Winter,Women,Travel,https://placeholder.com/products/dresses-878.jpg,In Stock,3.4,13
SKU-00879,Gap Pink Bag,Summer Bag for women. Blend material with trendy style. Perfect for casual occasions.,76.94,USD,Accessories,Bag,Gap,Pink,XL,Blend,trendy,Summer,Women,Casual,https://placeholder.com/products/accessories-879.jpg,Low Stock,4.9,52
SKU-00880,Mango Yellow Shorts,All-Season Shorts for unisex. Leather material with relaxed style. Perfect for formal occasions.,65.82,USD,Bottoms,Shorts,Mango,Yellow,M,Leather,relaxed,All-Season,Unisex,Formal,https://placeholder.com/products/bottoms-880.jpg,In Stock,4.8,72
SKU-00881,Levi's Yellow Shorts,Winter Shorts for men. Leather material with high-waist style. Perfect for wedding occasions.,38.84,USD,Bottoms,Shorts,Levi's,Yellow,S,Leather,high-waist,Winter,Men,Wedding,https://placeholder.com/products/bottoms-881.jpg,Out of Stock,4.1,8
SKU-00882,H&M Gray Coat,Summer Coat for men. Wool material with classic style. Perfect for sports occasions.,179.62,USD,Outerwear,Coat,H&M,Gray,XL,Wool,classic,Summer,Men,Sports,https://placeholder.com/products/outerwear-882.jpg,Out of Stock,3.5,39
SKU-00883,Adidas Olive Shorts,Summer Shorts for men. Wool material with slim-fit style. Perfect for party occasions.,49.4,USD,Bottoms,Shorts,Adidas,Olive,M,Wool,slim-fit,Summer,Men,Party,https://placeholder.com/products/bottoms-883.jpg,Low Stock,3.7,28
SKU-00884,Gap Gray Sandals,Fall Sandals for men. Linen material with athletic style. Perfect for wedding occasions.,49.81,USD,Footwear,Sandals,Gap,Gray,M,Linen,athletic,Fall,Men,Wedding,https://placeholder.com/products/footwear-884.jpg,In Stock,3.2,37
SKU-00885,Mango Beige Midi Dress,Spring Midi Dress for men. Leather material with elegant style. Perfect for formal occasions.,193.62,USD,Dresses,Midi Dress,Mango,Beige,XL,Leather,elegant,Spring,Men,Formal,https://placeholder.com/products/dresses-885.jpg,Out of Stock,4.4,100
SKU-00886,Adidas Cream Belt,Summer Belt for men. Denim material with classic style. Perfect for sports occasions.,77.61,USD,Accessories,Belt,Adidas,Cream,XS,Denim,classic,Summer,Men,Sports,https://placeholder.com/products/accessories-886.jpg,Low Stock,4.5,52
SKU-00887,Uniqlo Green Hoodie,Summer Hoodie for unisex. Linen material with modern style. Perfect for casual occasions.,50.12,USD,Tops,Hoodie,Uniqlo,Green,M,Linen,modern,Summer,Unisex,Casual,https://placeholder.com/products/tops-887.jpg,In Stock,3,38
SKU-00888,Pull&Bear Green Cocktail Dress,Spring Cocktail Dress for women. Blend material with elegant style. Perfect for travel occasions.,182.49,USD,Dresses,Cocktail Dress,Pull&Bear,Green,XXL,Blend,elegant,Spring,Women,Travel,https://placeholder.com/products/dresses-888.jpg,In Stock,3,37
SKU-00889,Mango Cream Bag,Fall Bag for women. Cotton material with functional style. Perfect for sports occasions.,83.05,USD,Accessories,Bag,Mango,Cream,L,Cotton,functional,Fall,Women,Sports,https://placeholder.com/products/accessories-889.jpg,Low Stock,3.8,16
SKU-00890,Nike Yellow Cocktail Dress,Summer Cocktail Dress for women. Linen material with sophisticated style. Perfect for formal occasions.,137.32,USD,Dresses,Cocktail Dress,Nike,Yellow,M,Linen,sophisticated,Summer,Women,Formal,https://placeholder.com/products/dresses-890.jpg,Low Stock,3,62
SKU-00891,Forever 21 Blue Hat,All-Season Hat for unisex. Blend material with functional style. Perfect for party occasions.,36.19,USD,Accessories,Hat,Forever 21,Blue,XXL,Blend,functional,All-Season,Unisex,Party,https://placeholder.com/products/accessories-891.jpg,In Stock,4.6,29
SKU-00892,Pull&Bear Yellow Evening Gown,Winter Evening Gown for men. Linen material with elegant style. Perfect for formal occasions.,41.34,USD,Dresses,Evening Gown,Pull&Bear,Yellow,XS,Linen,elegant,Winter,Men,Formal,https://placeholder.com/products/dresses-892.jpg,Out of Stock,3.5,35
SKU-00893,Mango Brown Evening Gown,Spring Evening Gown for men. Linen material with romantic style. Perfect for sports occasions.,95.65,USD,Dresses,Evening Gown,Mango,Brown,XXL,Linen,romantic,Spring,Men,Sports,https://placeholder.com/products/dresses-893.jpg,Low Stock,4.6,93
SKU-00894,Pull&Bear Brown Boots,Summer Boots for men. Leather material with comfortable style. Perfect for office occasions.,57.63,USD,Footwear,Boots,Pull&Bear,Brown,L,Leather,comfortable,Summer,Men,Office,https://placeholder.com/products/footwear-894.jpg,In Stock,3.4,32
SKU-00895,Uniqlo Pink Heels,Spring Heels for women. Denim material with athletic style. Perfect for party occasions.,127.77,USD,Footwear,Heels,Uniqlo,Pink,S,Denim,athletic,Spring,Women,Party,https://placeholder.com/products/footwear-895.jpg,In Stock,3,24
SKU-00896,H&M Navy Sneakers,Winter Sneakers for women. Synthetic material with elegant style. Perfect for travel occasions.,47.03,USD,Footwear,Sneakers,H&M,Navy,M,Synthetic,elegant,Winter,Women,Travel,https://placeholder.com/products/footwear-896.jpg,Low Stock,4.7,10
SKU-00897,Zara Gray Sneakers,Winter Sneakers for men. Synthetic material with casual style. Perfect for party occasions.,41.83,USD,Footwear,Sneakers,Zara,Gray,S,Synthetic,casual,Winter,Men,Party,https://placeholder.com/products/footwear-897.jpg,Out of Stock,3.9,93
SKU-00898,Uniqlo Gray Blouse,Fall Blouse for men. Silk material with streetwear style. Perfect for office occasions.,49.43,USD,Tops,Blouse,Uniqlo,Gray,S,Silk,streetwear,Fall,Men,Office,https://placeholder.com/products/tops-898.jpg,Low Stock,4.2,46
SKU-00899,Uniqlo White Sandals,Fall Sandals for women. Linen material with athletic style. Perfect for party occasions.,90.26,USD,Footwear,Sandals,Uniqlo,White,XS,Linen,athletic,Fall,Women,Party,https://placeholder.com/products/footwear-899.jpg,Out of Stock,4.9,90
SKU-00900,Pull&Bear Yellow Blazer,Summer Blazer for women. Synthetic material with urban style. Perfect for sports occasions.,156.67,USD,Outerwear,Blazer,Pull&Bear,Yellow,M,Synthetic,urban,Summer,Women,Sports,https://placeholder.com/products/outerwear-900.jpg,In Stock,5,2
SKU-00901,H&M Blue Cocktail Dress,Spring Cocktail Dress for unisex. Polyester material with sophisticated style. Perfect for sports occasions.,175.98,USD,Dresses,Cocktail Dress,H&M,Blue,M,Polyester,sophisticated,Spring,Unisex,Sports,https://placeholder.com/products/dresses-901.jpg,Out of Stock,4.3,29
SKU-00902,Adidas Beige Maxi Dress,Spring Maxi Dress for women. Denim material with elegant style. Perfect for office occasions.,72.95,USD,Dresses,Maxi Dress,Adidas,Beige,XXL,Denim,elegant,Spring,Women,Office,https://placeholder.com/products/dresses-902.jpg,Low Stock,4.3,20
